Product_ID,Store_ID,Product_Name,Category,Units_On_Hand,Reorder_Level,Safety_Stock,Shelf_Life
1005,18,Product_1005,Packaged Food,153,81,11,339
1005,19,Product_1005,Personal Care,192,70,45,311
1005,20,Product_1005,Packaged Food,148,30,49,40
1005,21,Product_1005,Packaged Food,186,58,49,256
1005,22,Product_1005,Beverages,97,74,33,275
1005,23,Product_1005,Beverages,68,75,42,279
1005,24,Product_1005,Personal Care,147,81,43,230
1005,25,Product_1005,Beverages,193,92,18,325
1005,26,Product_1005,Packaged Food,128,80,49,71
1005,27,Product_1005,Packaged Food,38,54,12,258
1005,28,Product_1005,Personal Care,101,31,28,130
1005,29,Product_1005,Personal Care,48,80,26,359
1005,30,Product_1005,Packaged Food,54,66,21,347
1005,31,Product_1005,Personal Care,7,40,26,244
1005,32,Product_1005,Packaged Food,117,99,15,229
1005,33,Product_1005,Packaged Food,88,31,24,88
1005,34,Product_1005,Beverages,108,45,41,295
1005,35,Product_1005,Personal Care,144,42,35,115
1006,1,Product_1006,Beverages,134,33,24,146
1006,2,Product_1006,Personal Care,136,67,17,344
1006,3,Product_1006,Personal Care,81,58,44,132
1006,4,Product_1006,Packaged Food,13,50,33,137
1006,5,Product_1006,Packaged Food,97,22,46,200
1006,6,Product_1006,Beverages,182,58,24,33
1006,7,Product_1006,Packaged Food,152,32,27,190
1006,8,Product_1006,Packaged Food,169,85,44,199
1006,9,Product_1006,Beverages,157,32,22,303
1006,10,Product_1006,Personal Care,122,58,38,347
1006,11,Product_1006,Packaged Food,184,35,19,94
1006,12,Product_1006,Beverages,176,22,23,187
1006,13,Product_1006,Beverages,67,37,46,182
1006,14,Product_1006,Packaged Food,180,98,18,334
1006,15,Product_1006,Packaged Food,87,87,21,216
1006,16,Product_1006,Beverages,36,80,46,227
1006,17,Product_1006,Personal Care,183,82,33,40
1006,18,Product_1006,Beverages,76,44,16,81
1006,19,Product_1006,Personal Care,71,39,38,92
1006,20,Product_1006,Beverages,116,93,43,342
1006,21,Product_1006,Beverages,168,22,15,34
1006,22,Product_1006,Packaged Food,53,66,32,206
1006,23,Product_1006,Packaged Food,98,39,44,207
1006,24,Product_1006,Beverages,61,36,33,32
1006,25,Product_1006,Personal Care,12,92,13,127
1006,26,Product_1006,Personal Care,104,75,12,152
1006,27,Product_1006,Packaged Food,136,86,34,255
1006,28,Product_1006,Beverages,8,98,49,54
1006,29,Product_1006,Packaged Food,138,78,43,153
1006,30,Product_1006,Personal Care,37,91,14,205
1006,31,Product_1006,Beverages,145,89,46,345
1006,32,Product_1006,Packaged Food,27,88,22,110
1006,33,Product_1006,Beverages,39,64,41,347
1006,34,Product_1006,Packaged Food,114,77,12,85
1006,35,Product_1006,Beverages,39,96,42,291
1007,1,Product_1007,Personal Care,79,59,37,88
1007,2,Product_1007,Personal Care,47,60,22,74
1007,3,Product_1007,Packaged Food,180,61,45,220
1007,4,Product_1007,Personal Care,165,79,16,162
1007,5,Product_1007,Personal Care,44,77,40,52
1007,6,Product_1007,Beverages,137,51,39,68
1007,7,Product_1007,Personal Care,81,21,23,106
1007,8,Product_1007,Packaged Food,11,58,11,253
1007,9,Product_1007,Packaged Food,45,46,26,252
1007,10,Product_1007,Beverages,187,83,33,192
1007,11,Product_1007,Beverages,157,90,19,262
1007,12,Product_1007,Beverages,62,47,24,251
1007,13,Product_1007,Packaged Food,21,87,29,271
1007,14,Product_1007,Personal Care,191,36,21,222
1007,15,Product_1007,Beverages,119,69,23,221
1007,16,Product_1007,Personal Care,28,95,45,280
1007,17,Product_1007,Personal Care,179,95,16,58
1007,18,Product_1007,Personal Care,32,25,24,87
1007,19,Product_1007,Personal Care,25,65,43,314
1007,20,Product_1007,Packaged Food,98,32,48,300
1007,21,Product_1007,Personal Care,28,48,20,317
1007,22,Product_1007,Beverages,174,97,29,51
1007,23,Product_1007,Personal Care,26,86,26,265
1007,24,Product_1007,Packaged Food,20,66,25,113
1007,25,Product_1007,Beverages,146,76,14,286
1007,26,Product_1007,Beverages,123,57,24,191
1007,27,Product_1007,Packaged Food,162,83,34,309
1007,28,Product_1007,Beverages,14,99,36,101
1007,29,Product_1007,Beverages,144,72,17,108
1007,30,Product_1007,Personal Care,173,69,16,210
1007,31,Product_1007,Beverages,130,39,24,182
1007,32,Product_1007,Beverages,198,36,29,257
1007,33,Product_1007,Packaged Food,165,67,31,146
1007,34,Product_1007,Beverages,87,91,20,93
1007,35,Product_1007,Packaged Food,71,40,27,349
1008,1,Product_1008,Beverages,109,57,41,40
1008,2,Product_1008,Packaged Food,32,60,17,296
1008,3,Product_1008,Beverages,178,60,26,105
1008,4,Product_1008,Packaged Food,45,51,24,109
1008,5,Product_1008,Beverages,85,39,42,231
1008,6,Product_1008,Beverages,96,21,42,318
1008,7,Product_1008,Packaged Food,157,52,22,145
1008,8,Product_1008,Beverages,149,85,47,119
1008,9,Product_1008,Beverages,121,34,43,135
1008,10,Product_1008,Personal Care,171,68,49,346
1008,11,Product_1008,Personal Care,122,25,18,291
1008,12,Product_1008,Packaged Food,102,51,21,293
1008,13,Product_1008,Beverages,91,81,29,347
1008,14,Product_1008,Personal Care,126,26,20,113
1008,15,Product_1008,Beverages,57,41,35,32
1008,16,Product_1008,Personal Care,40,79,23,41
1008,17,Product_1008,Personal Care,11,32,34,330
1008,18,Product_1008,Personal Care,121,38,45,202
1008,19,Product_1008,Packaged Food,118,72,41,336
1008,20,Product_1008,Beverages,197,37,28,179
1008,21,Product_1008,Packaged Food,95,75,12,231
1008,22,Product_1008,Personal Care,34,80,38,236
1008,23,Product_1008,Packaged Food,134,95,39,242
1008,24,Product_1008,Personal Care,185,80,33,322
1008,25,Product_1008,Beverages,19,79,33,79
1008,26,Product_1008,Packaged Food,178,55,43,257
1008,27,Product_1008,Beverages,78,53,45,291
1008,28,Product_1008,Personal Care,169,77,21,160
1008,29,Product_1008,Packaged Food,17,59,30,254
1008,30,Product_1008,Personal Care,25,27,45,269
1008,31,Product_1008,Beverages,86,61,23,363
1008,32,Product_1008,Beverages,118,56,14,70
1008,33,Product_1008,Beverages,59,33,48,113
1008,34,Product_1008,Beverages,69,36,34,57
1008,35,Product_1008,Beverages,162,24,10,193
1009,1,Product_1009,Packaged Food,150,66,40,39
1009,2,Product_1009,Personal Care,117,33,25,122
1009,3,Product_1009,Beverages,75,20,14,305
1009,4,Product_1009,Personal Care,0,76,29,313
1009,5,Product_1009,Packaged Food,106,56,46,233
1009,6,Product_1009,Packaged Food,48,63,37,236
1009,7,Product_1009,Beverages,107,80,29,363
1009,8,Product_1009,Beverages,36,39,35,314
1009,9,Product_1009,Packaged Food,118,54,15,274
1009,10,Product_1009,Personal Care,68,52,23,41
1009,11,Product_1009,Beverages,19,72,33,280
1009,12,Product_1009,Personal Care,125,69,38,214
1009,13,Product_1009,Personal Care,183,62,32,323
1009,14,Product_1009,Personal Care,127,64,25,263
1009,15,Product_1009,Personal Care,7,20,17,186
1009,16,Product_1009,Beverages,4,66,43,222
1009,17,Product_1009,Personal Care,118,62,19,143
1009,18,Product_1009,Beverages,144,45,17,332
1009,19,Product_1009,Packaged Food,75,91,34,331
1009,20,Product_1009,Packaged Food,0,38,40,171
1009,21,Product_1009,Packaged Food,47,88,35,249
1009,22,Product_1009,Beverages,191,89,18,190
1009,23,Product_1009,Packaged Food,88,67,22,102
1009,24,Product_1009,Packaged Food,76,50,20,353
1009,25,Product_1009,Beverages,124,23,47,48
1009,26,Product_1009,Beverages,81,32,32,360
1009,27,Product_1009,Packaged Food,87,73,16,118
1009,28,Product_1009,Packaged Food,142,84,21,228
1009,29,Product_1009,Personal Care,148,38,38,334
1009,30,Product_1009,Packaged Food,34,63,47,296
1009,31,Product_1009,Personal Care,199,97,19,294
1009,32,Product_1009,Personal Care,84,45,17,333
1009,33,Product_1009,Beverages,197,47,38,183
1009,34,Product_1009,Packaged Food,11,24,43,333
1009,35,Product_1009,Packaged Food,43,34,32,355
1010,1,Product_1010,Beverages,107,62,30,136
1010,2,Product_1010,Personal Care,79,66,24,310
1010,3,Product_1010,Personal Care,50,34,13,306
1010,4,Product_1010,Packaged Food,18,53,23,81
1010,5,Product_1010,Beverages,26,48,37,320
1010,6,Product_1010,Beverages,163,49,27,31
1010,7,Product_1010,Packaged Food,76,23,35,292
1010,8,Product_1010,Personal Care,107,93,48,188
1010,9,Product_1010,Personal Care,190,75,45,113
1010,10,Product_1010,Beverages,6,73,10,201
1010,11,Product_1010,Packaged Food,105,66,22,147
1010,12,Product_1010,Packaged Food,136,45,18,300
1010,13,Product_1010,Beverages,121,61,17,181
1010,14,Product_1010,Packaged Food,153,56,13,79
1010,15,Product_1010,Personal Care,99,79,48,231
1010,16,Product_1010,Packaged Food,145,38,45,271
1010,17,Product_1010,Packaged Food,174,68,44,137
1010,18,Product_1010,Beverages,160,40,26,179
1010,19,Product_1010,Packaged Food,142,54,37,189
1010,20,Product_1010,Personal Care,137,92,23,106
1010,21,Product_1010,Packaged Food,184,44,11,349
1010,22,Product_1010,Personal Care,6,37,12,71
1010,23,Product_1010,Beverages,124,58,20,309
1010,24,Product_1010,Beverages,18,87,35,131
1010,25,Product_1010,Beverages,31,58,45,261
1010,26,Product_1010,Packaged Food,96,55,12,102
1010,27,Product_1010,Packaged Food,122,89,48,225
1010,28,Product_1010,Packaged Food,48,79,11,34
1010,29,Product_1010,Personal Care,159,40,17,259
1010,30,Product_1010,Beverages,66,63,12,355
1010,31,Product_1010,Beverages,171,21,47,238
1010,32,Product_1010,Personal Care,97,49,17,179
1010,33,Product_1010,Beverages,35,88,22,316
1010,34,Product_1010,Personal Care,54,99,39,150
1010,35,Product_1010,Personal Care,143,31,26,165
1011,1,Product_1011,Personal Care,143,49,32,144
1011,2,Product_1011,Beverages,4,84,39,178
1011,3,Product_1011,Beverages,149,91,48,317
1011,4,Product_1011,Packaged Food,15,95,47,255
1011,5,Product_1011,Packaged Food,141,55,42,180
1011,6,Product_1011,Beverages,65,21,36,278
1011,7,Product_1011,Packaged Food,192,94,12,209
1011,8,Product_1011,Beverages,150,45,13,340
1011,9,Product_1011,Beverages,162,41,24,345
1011,10,Product_1011,Packaged Food,11,68,47,111
1011,11,Product_1011,Packaged Food,34,49,33,187
1011,12,Product_1011,Beverages,133,86,25,36
1011,13,Product_1011,Beverages,72,34,30,192
1011,14,Product_1011,Beverages,90,21,44,235
1011,15,Product_1011,Beverages,9,44,11,310
1011,16,Product_1011,Packaged Food,53,52,45,124
1011,17,Product_1011,Beverages,64,99,12,54
1011,18,Product_1011,Packaged Food,116,27,30,54
1011,19,Product_1011,Personal Care,67,64,21,317
1011,20,Product_1011,Packaged Food,30,97,29,175
1011,21,Product_1011,Packaged Food,59,82,15,189
1011,22,Product_1011,Packaged Food,42,21,32,316
1011,23,Product_1011,Personal Care,4,53,19,159
1011,24,Product_1011,Beverages,10,69,40,85
1011,25,Product_1011,Personal Care,82,28,44,178
1011,26,Product_1011,Packaged Food,155,81,16,109
1011,27,Product_1011,Packaged Food,3,23,48,69
1011,28,Product_1011,Packaged Food,100,71,38,337
1011,29,Product_1011,Beverages,177,82,46,145
1011,30,Product_1011,Personal Care,61,26,36,121
1011,31,Product_1011,Beverages,13,90,46,115
1011,32,Product_1011,Packaged Food,182,21,36,275
1011,33,Product_1011,Beverages,78,40,19,343
1011,34,Product_1011,Personal Care,132,84,22,242
1011,35,Product_1011,Beverages,180,64,41,193
1012,1,Product_1012,Packaged Food,187,30,30,337
1012,2,Product_1012,Personal Care,116,45,13,63
1012,3,Product_1012,Beverages,179,48,47,71
1012,4,Product_1012,Packaged Food,41,32,26,149
1012,5,Product_1012,Packaged Food,168,20,11,89
1012,6,Product_1012,Packaged Food,96,29,49,306
1012,7,Product_1012,Personal Care,33,27,31,229
1012,8,Product_1012,Packaged Food,78,36,32,202
1012,9,Product_1012,Personal Care,68,51,10,116
1012,10,Product_1012,Packaged Food,7,96,17,116
1012,11,Product_1012,Personal Care,128,70,33,181
1012,12,Product_1012,Packaged Food,132,39,30,261
1012,13,Product_1012,Beverages,158,30,24,240
1012,14,Product_1012,Personal Care,27,70,14,290
1012,15,Product_1012,Beverages,95,27,19,67
1012,16,Product_1012,Personal Care,111,27,49,358
1012,17,Product_1012,Beverages,177,86,45,353
1012,18,Product_1012,Beverages,104,60,34,148
1012,19,Product_1012,Beverages,113,29,30,193
1012,20,Product_1012,Personal Care,1,32,41,317
1012,21,Product_1012,Beverages,10,29,24,302
1012,22,Product_1012,Beverages,182,92,34,344
1012,23,Product_1012,Beverages,123,41,39,242
1012,24,Product_1012,Personal Care,173,40,44,151
1012,25,Product_1012,Beverages,118,58,21,262
1012,26,Product_1012,Personal Care,17,40,22,178
1012,27,Product_1012,Beverages,135,65,49,267
1012,28,Product_1012,Personal Care,150,94,31,179
1012,29,Product_1012,Personal Care,88,41,37,314
1012,30,Product_1012,Packaged Food,1,48,30,312
1012,31,Product_1012,Beverages,94,98,32,117
1012,32,Product_1012,Packaged Food,21,62,46,218
1012,33,Product_1012,Packaged Food,183,22,28,52
1012,34,Product_1012,Packaged Food,29,58,34,157
1012,35,Product_1012,Packaged Food,110,27,25,101
1013,1,Product_1013,Packaged Food,107,24,12,133
1013,2,Product_1013,Personal Care,63,29,30,331
1013,3,Product_1013,Personal Care,154,85,22,115
1013,4,Product_1013,Beverages,89,77,21,238
1013,5,Product_1013,Beverages,13,53,29,104
1013,6,Product_1013,Personal Care,69,75,28,130
1013,7,Product_1013,Beverages,131,23,29,53
1013,8,Product_1013,Beverages,153,56,47,339
1013,9,Product_1013,Personal Care,148,93,47,289
1013,10,Product_1013,Packaged Food,172,39,26,148
1013,11,Product_1013,Personal Care,3,33,12,245
1013,12,Product_1013,Packaged Food,79,77,13,283
1013,13,Product_1013,Beverages,157,38,40,217
1013,14,Product_1013,Personal Care,48,82,28,181
1013,15,Product_1013,Packaged Food,75,49,47,146
1013,16,Product_1013,Personal Care,99,83,28,202
1013,17,Product_1013,Beverages,182,74,42,175
1013,18,Product_1013,Personal Care,115,66,20,342
1013,19,Product_1013,Beverages,44,52,26,227
1013,20,Product_1013,Personal Care,142,89,23,153
1013,21,Product_1013,Personal Care,102,28,35,354
1013,22,Product_1013,Packaged Food,60,29,12,136
1013,23,Product_1013,Packaged Food,93,89,26,80
1013,24,Product_1013,Packaged Food,146,61,44,331
1013,25,Product_1013,Beverages,68,83,46,78
1013,26,Product_1013,Packaged Food,73,83,14,99
1013,27,Product_1013,Beverages,3,58,44,158
1013,28,Product_1013,Packaged Food,99,89,40,113
1013,29,Product_1013,Packaged Food,35,49,33,135
1013,30,Product_1013,Beverages,85,26,44,249
1013,31,Product_1013,Beverages,119,29,25,211
1013,32,Product_1013,Personal Care,105,96,15,73
1013,33,Product_1013,Packaged Food,44,75,29,279
1013,34,Product_1013,Personal Care,184,40,13,207
1013,35,Product_1013,Packaged Food,6,89,24,189
1014,1,Product_1014,Personal Care,147,34,16,183
1014,2,Product_1014,Beverages,56,56,30,111
1014,3,Product_1014,Packaged Food,130,56,33,334
1014,4,Product_1014,Personal Care,114,31,42,207
1014,5,Product_1014,Packaged Food,195,90,31,318
1014,6,Product_1014,Packaged Food,151,80,43,57
1014,7,Product_1014,Beverages,42,60,48,115
1014,8,Product_1014,Packaged Food,16,89,15,127
1014,9,Product_1014,Packaged Food,73,24,11,51
1014,10,Product_1014,Packaged Food,65,93,43,173
1014,11,Product_1014,Personal Care,124,58,31,105
1014,12,Product_1014,Personal Care,167,57,19,128
1014,13,Product_1014,Personal Care,62,68,41,306
1014,14,Product_1014,Beverages,126,87,31,172
1014,15,Product_1014,Packaged Food,78,33,36,197
1014,16,Product_1014,Beverages,27,45,11,277
1014,17,Product_1014,Beverages,130,91,42,71
1014,18,Product_1014,Personal Care,5,58,32,118
1014,19,Product_1014,Personal Care,177,62,28,226
1014,20,Product_1014,Personal Care,10,31,19,37
1014,21,Product_1014,Packaged Food,163,91,18,76
1014,22,Product_1014,Personal Care,175,61,29,297
1014,23,Product_1014,Beverages,6,99,12,288
1014,24,Product_1014,Personal Care,113,59,47,249
1014,25,Product_1014,Packaged Food,7,51,46,289
1014,26,Product_1014,Beverages,197,38,41,166
1014,27,Product_1014,Personal Care,45,35,10,92
1014,28,Product_1014,Packaged Food,118,40,39,298
1014,29,Product_1014,Beverages,3,47,47,252
1014,30,Product_1014,Personal Care,127,46,14,54
1014,31,Product_1014,Personal Care,96,87,34,183
1014,32,Product_1014,Beverages,132,80,37,294
1014,33,Product_1014,Beverages,177,25,28,89
1014,34,Product_1014,Packaged Food,138,85,18,242
1014,35,Product_1014,Beverages,130,95,37,315
1015,1,Product_1015,Beverages,20,47,35,219
1015,2,Product_1015,Packaged Food,162,71,43,70
1015,3,Product_1015,Personal Care,174,77,20,308
1015,4,Product_1015,Beverages,16,88,20,300
1015,5,Product_1015,Personal Care,162,52,29,301
1015,6,Product_1015,Beverages,65,59,37,76
1015,7,Product_1015,Personal Care,197,92,29,153
1015,8,Product_1015,Packaged Food,199,82,12,33
1015,9,Product_1015,Beverages,152,66,47,172
1015,10,Product_1015,Personal Care,20,76,23,68
1015,11,Product_1015,Packaged Food,98,96,24,239
1015,12,Product_1015,Personal Care,133,42,36,75
1015,13,Product_1015,Beverages,141,91,44,176
1015,14,Product_1015,Beverages,77,44,49,299
1015,15,Product_1015,Beverages,101,41,28,139
1015,16,Product_1015,Personal Care,130,61,28,230
1015,17,Product_1015,Packaged Food,70,97,18,280
1015,18,Product_1015,Personal Care,120,38,23,149
1015,19,Product_1015,Beverages,180,80,45,315
1015,20,Product_1015,Packaged Food,63,52,34,171
1015,21,Product_1015,Personal Care,52,78,23,251
1015,22,Product_1015,Packaged Food,195,87,37,293
1015,23,Product_1015,Beverages,104,60,25,91
1015,24,Product_1015,Packaged Food,175,49,21,64
1015,25,Product_1015,Personal Care,63,69,30,284
1015,26,Product_1015,Packaged Food,68,67,29,201
1015,27,Product_1015,Packaged Food,188,28,13,64
1015,28,Product_1015,Packaged Food,64,27,32,361
1015,29,Product_1015,Beverages,75,65,24,176
1015,30,Product_1015,Beverages,51,41,49,50
1015,31,Product_1015,Personal Care,37,39,38,208
1015,32,Product_1015,Personal Care,198,47,13,105
1015,33,Product_1015,Packaged Food,66,85,33,191
1015,34,Product_1015,Personal Care,182,20,17,116
1015,35,Product_1015,Beverages,5,44,27,90
1016,1,Product_1016,Beverages,26,27,28,122
1016,2,Product_1016,Packaged Food,98,59,23,320
1016,3,Product_1016,Packaged Food,83,75,22,218
1016,4,Product_1016,Beverages,48,65,17,72
1016,5,Product_1016,Packaged Food,89,58,30,274
1016,6,Product_1016,Packaged Food,191,81,18,66
1016,7,Product_1016,Packaged Food,40,36,33,306
1016,8,Product_1016,Personal Care,58,58,48,221
1016,9,Product_1016,Personal Care,146,30,22,156
1016,10,Product_1016,Beverages,44,20,49,137
1016,11,Product_1016,Personal Care,75,91,17,138
1016,12,Product_1016,Packaged Food,160,64,35,132
1016,13,Product_1016,Beverages,196,27,34,203
1016,14,Product_1016,Personal Care,157,66,32,206
1016,15,Product_1016,Personal Care,83,37,11,353
1016,16,Product_1016,Beverages,160,55,27,176
1016,17,Product_1016,Personal Care,155,59,29,142
1016,18,Product_1016,Packaged Food,75,34,48,287
1016,19,Product_1016,Personal Care,28,93,11,336
1016,20,Product_1016,Personal Care,9,33,27,80
1016,21,Product_1016,Beverages,120,58,37,288
1016,22,Product_1016,Beverages,154,21,38,195
1016,23,Product_1016,Personal Care,143,59,11,110
1016,24,Product_1016,Packaged Food,11,54,10,340
1016,25,Product_1016,Packaged Food,100,81,40,308
1016,26,Product_1016,Packaged Food,37,47,30,136
1016,27,Product_1016,Beverages,163,64,18,151
1016,28,Product_1016,Beverages,187,51,12,224
1016,29,Product_1016,Personal Care,40,82,32,104
1016,30,Product_1016,Beverages,56,52,33,196
